sku,title,evidence_url,product_url,family,product_type,price,price_band,inventory,weight,weight_unit,weight_band,length,width,height,pack_count,status,merchant_status,merchant_availability,completeness
BINJ10128,"12x10x8"" ECT-32-B Corrugated Bin Boxes - Industrial Storage, 25-Pack",https://packrift.github.io/sku-evidence-cards/sku/binj10128-12x10x8-ect-32-b-corrugated-bin-boxes-industrial-storage-25-pack/,https://packrift.com/products/12x10x8-ect-32-b-corrugated-bin-boxes-industrial-storage-25-pack,boxes,"Bins, Shelving & Storage",37.79,25-to-75,500,12.5,POUNDS,10-to-50-lb,12,10,8,0,catalog approved,active,in stock,100
BINJ101810,"18x10x10 ECT-32-B Corrugated Bin Box - Heavy-Duty Parts Storage, 25-Pack",https://packrift.github.io/sku-evidence-cards/sku/binj101810-18x10x10-ect-32-b-corrugated-bin-box-heavy-duty-parts-storage-25-pack/,https://packrift.com/products/18x10x10-ect-32-b-corrugated-bin-box-heavy-duty-parts-storage-25-pack,boxes,"Bins, Shelving & Storage",64.37,25-to-75,500,18.9,POUNDS,10-to-50-lb,18,10,10,0,catalog approved,active,in stock,100
BINJ121810,12x18x10 ECT-32-B Corrugated Bin Boxes - 25 Pack,https://packrift.github.io/sku-evidence-cards/sku/binj121810-12x18x10-ect-32-b-corrugated-bin-boxes-25-pack/,https://packrift.com/products/12x18x10-ect-32-b-corrugated-bin-boxes-25-pack,boxes,"Bins, Shelving & Storage",68.84,25-to-75,500,19.82,POUNDS,10-to-50-lb,12,18,10,25,catalog approved,active,in stock,100
BINJ122412,"24x12x12 ECT-32-B Corrugated Bin Boxes White - Bulk Parts Storage, 25-Pack",https://packrift.github.io/sku-evidence-cards/sku/binj122412-24x12x12-ect-32-b-corrugated-bin-boxes-white-bulk-parts-storage-25-pack/,https://packrift.com/products/24x12x12-ect-32-b-corrugated-bin-boxes-white-bulk-parts-storage-25-pack,boxes,"Bins, Shelving & Storage",82.2,75-to-200,500,25.5,POUNDS,10-to-50-lb,24,12,12,0,catalog approved,active,in stock,100
BINJ162412,"24x16x12 ECT-32 White Corrugated Bin Boxes - Bulk Parts Storage, 25-Pack",https://packrift.github.io/sku-evidence-cards/sku/binj162412-24x16x12-ect-32-white-corrugated-bin-boxes-bulk-parts-storage-25-pack/,https://packrift.com/products/24x16x12-ect-32-white-corrugated-bin-boxes-bulk-parts-storage-25-pack,boxes,"Bins, Shelving & Storage",106.49,75-to-200,500,31.5,POUNDS,10-to-50-lb,24,16,12,0,catalog approved,active,in stock,100
BINJ182412,"18x24x12 ECT-32-B Corrugated Bin Boxes - Heavy-Duty Storage, Bundle of 20",https://packrift.github.io/sku-evidence-cards/sku/binj182412-18x24x12-ect-32-b-corrugated-bin-boxes-heavy-duty-storage-bundle-of-20/,https://packrift.com/products/18x24x12-ect-32-b-corrugated-bin-boxes-heavy-duty-storage-bundle-of-20,boxes,"Bins, Shelving & Storage",128.97,75-to-200,400,26.76,POUNDS,10-to-50-lb,18,24,12,20,catalog approved,active,in stock,100
BINJ201810,"20x18x10"" ECT-32-B Corrugated Bin Boxes - Heavy-Duty Parts Storage, Bundle of 25",https://packrift.github.io/sku-evidence-cards/sku/binj201810-20x18x10-ect-32-b-corrugated-bin-boxes-heavy-duty-parts-storage-bundle-of-25/,https://packrift.com/products/20x18x10-ect-32-b-corrugated-bin-boxes-heavy-duty-parts-storage-bundle-of-25,boxes,"Bins, Shelving & Storage",126.47,75-to-200,100,30.23,POUNDS,10-to-50-lb,20,18,10,25,catalog approved,active,in stock,100
BINJ202412,"24x20x12 ECT-32-B Corrugated Bin Boxes - Bulk Storage, 25-Pack",https://packrift.github.io/sku-evidence-cards/sku/binj202412-24x20x12-ect-32-b-corrugated-bin-boxes-bulk-storage-25-pack/,https://packrift.com/products/24x20x12-ect-32-b-corrugated-bin-boxes-bulk-storage-25-pack,boxes,"Bins, Shelving & Storage",117.94,75-to-200,500,37.9,POUNDS,10-to-50-lb,24,20,12,0,catalog approved,active,in stock,100
BINJ61810,"18x10x6"" ECT-32 White Corrugated Bin Boxes - 25 Pack",https://packrift.github.io/sku-evidence-cards/sku/binj61810-18x10x6-ect-32-white-corrugated-bin-boxes-25-pack/,https://packrift.com/products/18x10x6-ect-32-white-corrugated-bin-boxes-25-pack,boxes,"Bins, Shelving & Storage",61.56,25-to-75,400,15.08,POUNDS,10-to-50-lb,18,10,6,25,catalog approved,active,in stock,100
BINJ8128,"12x8x8"" ECT-32-B Corrugated Bin Boxes - 25/Bundle",https://packrift.github.io/sku-evidence-cards/sku/binj8128-12x8x8-ect-32-b-corrugated-bin-boxes-25-bundle/,https://packrift.com/products/12x8x8-ect-32-b-corrugated-bin-boxes-25-bundle,boxes,"Bins, Shelving & Storage",40.23,25-to-75,500,10.4,POUNDS,10-to-50-lb,12,8,8,0,catalog approved,active,in stock,100
BINJ81810,"8x18x10"" White Corrugated Jumbo Bin Boxes ECT-32-B - 25 Pack",https://packrift.github.io/sku-evidence-cards/sku/binj81810-8x18x10-white-corrugated-jumbo-bin-boxes-ect-32-b-25-pack/,https://packrift.com/products/8x18x10-white-corrugated-jumbo-bin-boxes-ect-32-b-25-pack,boxes,"Bins, Shelving & Storage",62.39,25-to-75,500,17.42,POUNDS,10-to-50-lb,8,18,10,25,catalog approved,active,in stock,100
BINJ82412,"24x8x12 ECT-32 Corrugated Bin Boxes - Jumbo Parts Storage, Bundle of 25",https://packrift.github.io/sku-evidence-cards/sku/binj82412-24x8x12-ect-32-corrugated-bin-boxes-jumbo-parts-storage-bundle-of-25/,https://packrift.com/products/24x8x12-ect-32-corrugated-bin-boxes-jumbo-parts-storage-bundle-of-25,boxes,"Bins, Shelving & Storage",115.72,75-to-200,400,20.94,POUNDS,10-to-50-lb,24,8,12,25,catalog approved,active,in stock,100
BINMT1012,"10x12x4.5"" White Corrugated Bin Boxes - ECT-32-B Parts Storage, Bundle of 25",https://packrift.github.io/sku-evidence-cards/sku/binmt1012-10x12x4-5-white-corrugated-bin-boxes-ect-32-b-parts-storage-bundle-of-25/,https://packrift.com/products/10x12x4-5-white-corrugated-bin-boxes-ect-32-b-parts-storage-bundle-of-25,boxes,"Bins, Shelving & Storage",22.3,under-25,300,7.48,POUNDS,1-to-10-lb,10,12,4.5,25,catalog approved,active,in stock,100
BINMT1012K,"10x12x4.5"" Kraft Corrugated Bin Boxes - ECT-32 Parts Storage, 25-Pack",https://packrift.github.io/sku-evidence-cards/sku/binmt1012k-10x12x4-5-kraft-corrugated-bin-boxes-ect-32-parts-storage-25-pack/,https://packrift.com/products/10x12x4-5-kraft-corrugated-bin-boxes-ect-32-parts-storage-25-pack,boxes,"Bins, Shelving & Storage",36.57,25-to-75,400,7.6,POUNDS,1-to-10-lb,10,12,4.5,0,catalog approved,active,in stock,100
BINMT1224,"12x24x4.5"" White Corrugated Bin Boxes - Durable Storage, 50/Bundle",https://packrift.github.io/sku-evidence-cards/sku/binmt1224-12x24x4-5-white-corrugated-bin-boxes-durable-storage-50-bundle/,https://packrift.com/products/12x24x4-5-white-corrugated-bin-boxes-durable-storage-50-bundle,boxes,"Bins, Shelving & Storage",175.54,75-to-200,400,24.94,POUNDS,10-to-50-lb,12,24,4.5,0,catalog approved,active,in stock,100
BINMT16124,"16x12x4.5"" White Corrugated Bin Boxes - ECT-32-B, Bundle of 50",https://packrift.github.io/sku-evidence-cards/sku/binmt16124-16x12x4-5-white-corrugated-bin-boxes-ect-32-b-bundle-of-50/,https://packrift.com/products/16x12x4-5-white-corrugated-bin-boxes-ect-32-b-bundle-of-50,boxes,"Bins, Shelving & Storage",93.86,75-to-200,400,20.2,POUNDS,10-to-50-lb,16,12,4.5,50,catalog approved,active,in stock,100
BINMT212,"12x2x4.5"" White Corrugated Bin Boxes - ECT-32-B, Bundle of 50",https://packrift.github.io/sku-evidence-cards/sku/binmt212-12x2x4-5-white-corrugated-bin-boxes-ect-32-b-bundle-of-50/,https://packrift.com/products/12x2x4-5-white-corrugated-bin-boxes-ect-32-b-bundle-of-50,boxes,"Bins, Shelving & Storage",28.56,25-to-75,500,5.54,POUNDS,1-to-10-lb,12,2,4.5,50,catalog approved,active,in stock,100
BINMT212K,"12x2x4.5"" ECT-32 Kraft Bin Boxes - One-Piece Assembly, 50-Pack",https://packrift.github.io/sku-evidence-cards/sku/binmt212k-12x2x4-5-ect-32-kraft-bin-boxes-one-piece-assembly-50-pack/,https://packrift.com/products/12x2x4-5-ect-32-kraft-bin-boxes-one-piece-assembly-50-pack,boxes,"Bins, Shelving & Storage",45.71,25-to-75,200,5.58,POUNDS,1-to-10-lb,12,2,4.5,0,catalog approved,active,in stock,100
BINMT224,"24x2x4.5"" White Corrugated Bin Boxes - Easy Assembly, Bundle of 50",https://packrift.github.io/sku-evidence-cards/sku/binmt224-24x2x4-5-white-corrugated-bin-boxes-easy-assembly-bundle-of-50/,https://packrift.com/products/24x2x4-5-white-corrugated-bin-boxes-easy-assembly-bundle-of-50,boxes,"Bins, Shelving & Storage",96.91,75-to-200,100,10.34,POUNDS,10-to-50-lb,24,2,4.5,50,catalog approved,active,in stock,100
BINMT412,"4x12x4.5"" White Corrugated Bin Boxes - ECT-32-B, Bundle of 50",https://packrift.github.io/sku-evidence-cards/sku/binmt412-4x12x4-5-white-corrugated-bin-boxes-ect-32-b-bundle-of-50/,https://packrift.com/products/4x12x4-5-white-corrugated-bin-boxes-ect-32-b-bundle-of-50,boxes,"Bins, Shelving & Storage",31.51,25-to-75,500,9.66,POUNDS,1-to-10-lb,4,12,4.5,50,catalog approved,active,in stock,100
BINMT412K,"12x4x4.5"" Kraft Corrugated Bin Boxes - Fast Assembly, 50-Pack",https://packrift.github.io/sku-evidence-cards/sku/binmt412k-12x4x4-5-kraft-corrugated-bin-boxes-fast-assembly-50-pack/,https://packrift.com/products/12x4x4-5-kraft-corrugated-bin-boxes-fast-assembly-50-pack,boxes,"Bins, Shelving & Storage",46.29,25-to-75,500,8.62,POUNDS,1-to-10-lb,12,4,4.5,0,catalog approved,active,in stock,100
BINMT415,"4x15x4.5"" White Corrugated Bin Box - ECT-32-B Parts Storage, 50-Pack",https://packrift.github.io/sku-evidence-cards/sku/binmt415-4x15x4-5-white-corrugated-bin-box-ect-32-b-parts-storage-50-pack/,https://packrift.com/products/4x15x4-5-white-corrugated-bin-box-ect-32-b-parts-storage-50-pack,boxes,"Bins, Shelving & Storage",41.45,25-to-75,400,9.38,POUNDS,1-to-10-lb,4,15,4.5,0,catalog approved,active,in stock,100
BINMT424K,"4x24x4.5"" ECT-32 Kraft Bin Boxes - One-Piece Assembly, Bundle of 50",https://packrift.github.io/sku-evidence-cards/sku/binmt424k-4x24x4-5-ect-32-kraft-bin-boxes-one-piece-assembly-bundle-of-50/,https://packrift.com/products/4x24x4-5-ect-32-kraft-bin-boxes-one-piece-assembly-bundle-of-50,boxes,"Bins, Shelving & Storage",112.76,75-to-200,100,13.34,POUNDS,10-to-50-lb,4,24,4.5,50,catalog approved,active,in stock,100
BINMT512,"5x12x4.5"" White Corrugated Bin Boxes - ECT-32-B, Bundle of 50",https://packrift.github.io/sku-evidence-cards/sku/binmt512-5x12x4-5-white-corrugated-bin-boxes-ect-32-b-bundle-of-50/,https://packrift.com/products/5x12x4-5-white-corrugated-bin-boxes-ect-32-b-bundle-of-50,boxes,"Bins, Shelving & Storage",57.29,25-to-75,400,8.66,POUNDS,1-to-10-lb,5,12,4.5,50,catalog approved,active,in stock,100
BINMT615,"6x15x4.5"" White Corrugated Bin Boxes ECT-32-B - 50 Pack",https://packrift.github.io/sku-evidence-cards/sku/binmt615-6x15x4-5-white-corrugated-bin-boxes-ect-32-b-50-pack/,https://packrift.com/products/6x15x4-5-white-corrugated-bin-boxes-ect-32-b-50-pack,boxes,"Bins, Shelving & Storage",45.71,25-to-75,400,12.24,POUNDS,10-to-50-lb,6,15,4.5,50,catalog approved,active,in stock,100
BINMT624,"6x24x4.5"" White Corrugated Bin Boxes ECT-32-B - 50 Pack",https://packrift.github.io/sku-evidence-cards/sku/binmt624-6x24x4-5-white-corrugated-bin-boxes-ect-32-b-50-pack/,https://packrift.com/products/6x24x4-5-white-corrugated-bin-boxes-ect-32-b-50-pack,boxes,"Bins, Shelving & Storage",51.44,25-to-75,500,16.22,POUNDS,10-to-50-lb,6,24,4.5,50,catalog approved,active,in stock,100
BINMT624K,"6x24x4.5"" Kraft Corrugated Bin Boxes ECT-32 - Bundle of 50",https://packrift.github.io/sku-evidence-cards/sku/binmt624k-6x24x4-5-kraft-corrugated-bin-boxes-ect-32-bundle-of-50/,https://packrift.com/products/6x24x4-5-kraft-corrugated-bin-boxes-ect-32-bundle-of-50,boxes,"Bins, Shelving & Storage",119.46,75-to-200,400,16.1,POUNDS,10-to-50-lb,6,24,4.5,50,catalog approved,active,in stock,100
BINMT812,8x12x4.5 ECT-32-B White Corrugated Bin Boxes - 50 Pack,https://packrift.github.io/sku-evidence-cards/sku/binmt812-8x12x4-5-ect-32-b-white-corrugated-bin-boxes-50-pack/,https://packrift.com/products/8x12x4-5-ect-32-b-white-corrugated-bin-boxes-50-pack,boxes,"Bins, Shelving & Storage",40.15,25-to-75,400,13.72,POUNDS,10-to-50-lb,8,12,4.5,50,catalog approved,active,in stock,100
BINMT815,"8x15x4.5"" White Corrugated Bin Boxes - ECT-32-B, Bundle of 50",https://packrift.github.io/sku-evidence-cards/sku/binmt815-8x15x4-5-white-corrugated-bin-boxes-ect-32-b-bundle-of-50/,https://packrift.com/products/8x15x4-5-white-corrugated-bin-boxes-ect-32-b-bundle-of-50,boxes,"Bins, Shelving & Storage",42.06,25-to-75,400,15.36,POUNDS,10-to-50-lb,8,15,4.5,50,catalog approved,active,in stock,100
BINMT824,"8x24x4.5"" White Corrugated Bin Boxes ECT-32-B - 50 Pack",https://packrift.github.io/sku-evidence-cards/sku/binmt824-8x24x4-5-white-corrugated-bin-boxes-ect-32-b-50-pack/,https://packrift.com/products/8x24x4-5-white-corrugated-bin-boxes-ect-32-b-50-pack,boxes,"Bins, Shelving & Storage",59.12,25-to-75,500,19.3,POUNDS,10-to-50-lb,8,24,4.5,50,catalog approved,active,in stock,100
BINMT912,"9x12x4.5"" White Corrugated Bin Boxes - ECT-32-B, Bundle of 50",https://packrift.github.io/sku-evidence-cards/sku/binmt912-9x12x4-5-white-corrugated-bin-boxes-ect-32-b-bundle-of-50/,https://packrift.com/products/9x12x4-5-white-corrugated-bin-boxes-ect-32-b-bundle-of-50,boxes,"Bins, Shelving & Storage",35.96,25-to-75,200,14.5,POUNDS,10-to-50-lb,9,12,4.5,50,catalog approved,active,in stock,100
BINP0543B,"5 3/8"" x 4 1/8"" x 3"" Blue Plastic Stack & Hang Bins - Case of 24",https://packrift.github.io/sku-evidence-cards/sku/binp0543b-5-3-8-x-4-1-8-x-3-blue-plastic-stack-hang-bins-case-of-24/,https://packrift.com/products/5-3-8-x-4-1-8-x-3-blue-plastic-stack-hang-bins-case-of-24,labels,"Bins, Shelving & Storage",36.8,25-to-75,100,4.56,POUNDS,1-to-10-lb,5.375,4.125,3,24,catalog approved,active,in stock,100
BINP0543K,"5 3/8 x 4 1/8 x 3"" Black Plastic Stack & Hang Bins - Case of 24",https://packrift.github.io/sku-evidence-cards/sku/binp0543k-5-3-8-x-4-1-8-x-3-black-plastic-stack-hang-bins-case-of-24/,https://packrift.com/products/5-3-8-x-4-1-8-x-3-black-plastic-stack-hang-bins-case-of-24,labels,"Bins, Shelving & Storage",36.8,25-to-75,100,4.62,POUNDS,1-to-10-lb,5.375,4.125,3,24,catalog approved,active,in stock,100
BINP0543Y,"5 3/8"" x 4 1/8"" x 3"" Yellow Plastic Stack & Hang Bins - Case of 24",https://packrift.github.io/sku-evidence-cards/sku/binp0543y-5-3-8-x-4-1-8-x-3-yellow-plastic-stack-hang-bins-case-of-24/,https://packrift.com/products/5-3-8-x-4-1-8-x-3-yellow-plastic-stack-hang-bins-case-of-24,labels,"Bins, Shelving & Storage",36.8,25-to-75,100,4.68,POUNDS,1-to-10-lb,5.375,4.125,3,24,catalog approved,active,in stock,100
BINP0743B,"7 3/8"" x 4 1/8"" x 3"" Blue Plastic Stack & Hang Bins - Case of 24",https://packrift.github.io/sku-evidence-cards/sku/binp0743b-7-3-8-x-4-1-8-x-3-blue-plastic-stack-hang-bins-case-of-24/,https://packrift.com/products/7-3-8-x-4-1-8-x-3-blue-plastic-stack-hang-bins-case-of-24,labels,"Bins, Shelving & Storage",60.26,25-to-75,100,5.64,POUNDS,1-to-10-lb,7.375,4.125,3,24,catalog approved,active,in stock,100
BINP0743CL,"7 3/8"" x 4 1/8"" x 3"" Clear Plastic Stack & Hang Bins - Case of 24",https://packrift.github.io/sku-evidence-cards/sku/binp0743cl-7-3-8-x-4-1-8-x-3-clear-plastic-stack-hang-bins-case-of-24/,https://packrift.com/products/7-3-8-x-4-1-8-x-3-clear-plastic-stack-hang-bins-case-of-24,labels,"Bins, Shelving & Storage",73.6,25-to-75,200,5.56,POUNDS,1-to-10-lb,7.375,4.125,3,24,catalog approved,active,in stock,100
BINP0743G,"7 3/8"" x 4 1/8"" x 3"" Green Plastic Stack & Hang Bins - Case of 24",https://packrift.github.io/sku-evidence-cards/sku/binp0743g-7-3-8-x-4-1-8-x-3-green-plastic-stack-hang-bins-case-of-24/,https://packrift.com/products/7-3-8-x-4-1-8-x-3-green-plastic-stack-hang-bins-case-of-24,labels,"Bins, Shelving & Storage",60.26,25-to-75,100,5.78,POUNDS,1-to-10-lb,7.375,4.125,3,24,catalog approved,active,in stock,100
BINP0743R,"7 3/8"" x 4 1/8"" x 3"" Red Plastic Stack & Hang Bins - Case of 24",https://packrift.github.io/sku-evidence-cards/sku/binp0743r-7-3-8-x-4-1-8-x-3-red-plastic-stack-hang-bins-case-of-24/,https://packrift.com/products/7-3-8-x-4-1-8-x-3-red-plastic-stack-hang-bins-case-of-24,labels,"Bins, Shelving & Storage",60.26,25-to-75,100,5.74,POUNDS,1-to-10-lb,7.375,4.125,3,24,catalog approved,active,in stock,100
BINP0743V,"7 3/8"" x 4 1/8"" x 3"" Ivory Plastic Stack & Hang Bins - Case of 24",https://packrift.github.io/sku-evidence-cards/sku/binp0743v-7-3-8-x-4-1-8-x-3-ivory-plastic-stack-hang-bins-case-of-24/,https://packrift.com/products/7-3-8-x-4-1-8-x-3-ivory-plastic-stack-hang-bins-case-of-24,labels,"Bins, Shelving & Storage",60.26,25-to-75,200,5.42,POUNDS,1-to-10-lb,7.375,4.125,3,24,catalog approved,active,in stock,100
BINP0965B,"9.25x6x5"" Blue Plastic Stack & Hang Bin Boxes - Space-Saving Storage, Case of 12",https://packrift.github.io/sku-evidence-cards/sku/binp0965b-9-25x6x5-blue-plastic-stack-hang-bin-boxes-space-saving-storage-case-of-12/,https://packrift.com/products/9-25x6x5-blue-plastic-stack-hang-bin-boxes-space-saving-storage-case-of-12,labels,"Bins, Shelving & Storage",56.02,25-to-75,200,8.96,POUNDS,1-to-10-lb,9.25,6,5,12,catalog approved,active,in stock,100
BINP0965CL,"9.25x6x5"" Clear Plastic Stack & Hang Bins - Space-Saving Storage, Case of 12",https://packrift.github.io/sku-evidence-cards/sku/binp0965cl-9-25x6x5-clear-plastic-stack-hang-bins-space-saving-storage-case-of-12/,https://packrift.com/products/9-25x6x5-clear-plastic-stack-hang-bins-space-saving-storage-case-of-12,labels,"Bins, Shelving & Storage",56.02,25-to-75,400,8.58,POUNDS,1-to-10-lb,9.25,6,5,12,catalog approved,active,in stock,100
BINP0965G,"9.25x6x5"" Green Plastic Stack & Hang Bins - Space-Saving Storage, Case of 12",https://packrift.github.io/sku-evidence-cards/sku/binp0965g-9-25x6x5-green-plastic-stack-hang-bins-space-saving-storage-case-of-12/,https://packrift.com/products/9-25x6x5-green-plastic-stack-hang-bins-space-saving-storage-case-of-12,labels,"Bins, Shelving & Storage",56.02,25-to-75,100,8.74,POUNDS,1-to-10-lb,9.25,6,5,12,catalog approved,active,in stock,100
BINP0965K,"9.25x6x5"" Black Plastic Stack & Hang Bins - Space-Saving Parts Storage, Case of 12",https://packrift.github.io/sku-evidence-cards/sku/binp0965k-9-25x6x5-black-plastic-stack-hang-bins-space-saving-parts-storage-case-of-12/,https://packrift.com/products/9-25x6x5-black-plastic-stack-hang-bins-space-saving-parts-storage-case-of-12,labels,"Bins, Shelving & Storage",56.02,25-to-75,400,8.58,POUNDS,1-to-10-lb,9.25,6,5,12,catalog approved,active,in stock,100
BINP0965Y,"9.25x6x5"" Yellow Plastic Stack & Hang Bin Boxes - Space-Saving Storage, Case of 12",https://packrift.github.io/sku-evidence-cards/sku/binp0965y-9-25x6x5-yellow-plastic-stack-hang-bin-boxes-space-saving-storage-case-of-12/,https://packrift.com/products/9-25x6x5-yellow-plastic-stack-hang-bin-boxes-space-saving-storage-case-of-12,labels,"Bins, Shelving & Storage",56.02,25-to-75,100,8.82,POUNDS,1-to-10-lb,9.25,6,5,12,catalog approved,active,in stock,100
BINP1087B,"10 3/4 x 8 1/4 x 7"" Blue Plastic Stack & Hang Bins - Case of 6",https://packrift.github.io/sku-evidence-cards/sku/binp1087b-10-3-4-x-8-1-4-x-7-blue-plastic-stack-hang-bins-case-of-6/,https://packrift.com/products/10-3-4-x-8-1-4-x-7-blue-plastic-stack-hang-bins-case-of-6,labels,"Bins, Shelving & Storage",65.44,25-to-75,400,8.08,POUNDS,1-to-10-lb,10.75,8.25,7,6,catalog approved,active,in stock,100
BINP1087G,"10 3/4"" x 8 1/4"" x 7"" Green Plastic Stack & Hang Bins - Case of 6",https://packrift.github.io/sku-evidence-cards/sku/binp1087g-10-3-4-x-8-1-4-x-7-green-plastic-stack-hang-bins-case-of-6/,https://packrift.com/products/10-3-4-x-8-1-4-x-7-green-plastic-stack-hang-bins-case-of-6,labels,"Bins, Shelving & Storage",65.44,25-to-75,100,8.12,POUNDS,1-to-10-lb,10.75,8.25,7,6,catalog approved,active,in stock,100
BINP1087K,"10 3/4 x 8 1/4 x 7"" Black Plastic Stack & Hang Bins (Case of 6)",https://packrift.github.io/sku-evidence-cards/sku/binp1087k-10-3-4-x-8-1-4-x-7-black-plastic-stack-hang-bins-case-of-6/,https://packrift.com/products/10-3-4-x-8-1-4-x-7-black-plastic-stack-hang-bins-case-of-6,labels,"Bins, Shelving & Storage",65.44,25-to-75,100,7.88,POUNDS,1-to-10-lb,10.75,8.25,7,6,catalog approved,active,in stock,100
BINP1087Y,"10 3/4"" x 8 1/4"" x 7"" Yellow Plastic Stack & Hang Bins - Case of 6",https://packrift.github.io/sku-evidence-cards/sku/binp1087y-10-3-4-x-8-1-4-x-7-yellow-plastic-stack-hang-bins-case-of-6/,https://packrift.com/products/10-3-4-x-8-1-4-x-7-yellow-plastic-stack-hang-bins-case-of-6,labels,"Bins, Shelving & Storage",65.44,25-to-75,100,8.1,POUNDS,1-to-10-lb,10.75,8.25,7,6,catalog approved,active,in stock,100
BINP1111B,"10 7/8 x 11 x 5"" Blue Plastic Stack & Hang Bins - Space-Saving Storage, Case of 6",https://packrift.github.io/sku-evidence-cards/sku/binp1111b-10-7-8-x-11-x-5-blue-plastic-stack-hang-bins-space-saving-storage-case-of-6/,https://packrift.com/products/10-7-8-x-11-x-5-blue-plastic-stack-hang-bins-space-saving-storage-case-of-6,labels,"Bins, Shelving & Storage",61.3,25-to-75,400,7.46,POUNDS,1-to-10-lb,10.875,11,5,6,catalog approved,active,in stock,100
BINP1111G,"10 7/8 x 11 x 5"" Green Plastic Stack & Hang Bins - Case of 6",https://packrift.github.io/sku-evidence-cards/sku/binp1111g-10-7-8-x-11-x-5-green-plastic-stack-hang-bins-case-of-6/,https://packrift.com/products/10-7-8-x-11-x-5-green-plastic-stack-hang-bins-case-of-6,labels,"Bins, Shelving & Storage",61.3,25-to-75,100,6.92,POUNDS,1-to-10-lb,10.875,11,5,6,catalog approved,active,in stock,100
BINP1111K,"10 7/8 x 11 x 5"" Black Plastic Stack & Hang Bins - Case of 6",https://packrift.github.io/sku-evidence-cards/sku/binp1111k-10-7-8-x-11-x-5-black-plastic-stack-hang-bins-case-of-6/,https://packrift.com/products/10-7-8-x-11-x-5-black-plastic-stack-hang-bins-case-of-6,labels,"Bins, Shelving & Storage",74.75,25-to-75,400,6.92,POUNDS,1-to-10-lb,10.875,11,5,6,catalog approved,active,in stock,100
BINP1111R,"10 7/8 x 11 x 5"" Red Plastic Stack & Hang Bins - 6 Pack",https://packrift.github.io/sku-evidence-cards/sku/binp1111r-10-7-8-x-11-x-5-red-plastic-stack-hang-bins-6-pack/,https://packrift.com/products/10-7-8-x-11-x-5-red-plastic-stack-hang-bins-6-pack,labels,"Bins, Shelving & Storage",61.3,25-to-75,400,6.92,POUNDS,1-to-10-lb,10.875,11,5,6,catalog approved,active,in stock,100
BINP1111Y,"10 7/8"" x 11"" x 5"" Yellow Plastic Stack & Hang Bins - Case of 6",https://packrift.github.io/sku-evidence-cards/sku/binp1111y-10-7-8-x-11-x-5-yellow-plastic-stack-hang-bins-case-of-6/,https://packrift.com/products/10-7-8-x-11-x-5-yellow-plastic-stack-hang-bins-case-of-6,labels,"Bins, Shelving & Storage",61.3,25-to-75,100,7.52,POUNDS,1-to-10-lb,10.875,11,5,6,catalog approved,active,in stock,100
BINP1144B,"10 7/8 x 4 1/8 x 4"" Blue Plastic Stack & Hang Bins - Case of 12",https://packrift.github.io/sku-evidence-cards/sku/binp1144b-10-7-8-x-4-1-8-x-4-blue-plastic-stack-hang-bins-case-of-12/,https://packrift.com/products/10-7-8-x-4-1-8-x-4-blue-plastic-stack-hang-bins-case-of-12,labels,"Bins, Shelving & Storage",45.08,25-to-75,200,6.88,POUNDS,1-to-10-lb,10.875,4.125,4,12,catalog approved,active,in stock,100
BINP1144CL,"10 7/8"" x 4 1/8"" x 4"" Clear Plastic Stack & Hang Bins - 12 Pack",https://packrift.github.io/sku-evidence-cards/sku/binp1144cl-10-7-8-x-4-1-8-x-4-clear-plastic-stack-hang-bins-12-pack/,https://packrift.com/products/10-7-8-x-4-1-8-x-4-clear-plastic-stack-hang-bins-12-pack,labels,"Bins, Shelving & Storage",55.2,25-to-75,300,6.78,POUNDS,1-to-10-lb,10.875,4.125,4,12,catalog approved,active,in stock,100
BINP1144K,"10 7/8"" x 4 1/8"" x 4"" Black Plastic Stack & Hang Bins - Case of 12",https://packrift.github.io/sku-evidence-cards/sku/binp1144k-10-7-8-x-4-1-8-x-4-black-plastic-stack-hang-bins-case-of-12/,https://packrift.com/products/10-7-8-x-4-1-8-x-4-black-plastic-stack-hang-bins-case-of-12,labels,"Bins, Shelving & Storage",45.08,25-to-75,400,6.88,POUNDS,1-to-10-lb,10.875,4.125,4,12,catalog approved,active,in stock,100
BINP1144V,"10 7/8"" x 4 1/8"" x 4"" Ivory Plastic Stack & Hang Bins - Case of 12",https://packrift.github.io/sku-evidence-cards/sku/binp1144v-10-7-8-x-4-1-8-x-4-ivory-plastic-stack-hang-bins-case-of-12/,https://packrift.com/products/10-7-8-x-4-1-8-x-4-ivory-plastic-stack-hang-bins-case-of-12,labels,"Bins, Shelving & Storage",45.08,25-to-75,200,7.12,POUNDS,1-to-10-lb,10.875,4.125,4,12,catalog approved,active,in stock,100
BINP1144Y,"10 7/8"" x 4 1/8"" x 4"" Yellow Plastic Stack & Hang Bins - Case of 12",https://packrift.github.io/sku-evidence-cards/sku/binp1144y-10-7-8-x-4-1-8-x-4-yellow-plastic-stack-hang-bins-case-of-12/,https://packrift.com/products/10-7-8-x-4-1-8-x-4-yellow-plastic-stack-hang-bins-case-of-12,labels,"Bins, Shelving & Storage",45.08,25-to-75,400,7.04,POUNDS,1-to-10-lb,10.875,4.125,4,12,catalog approved,active,in stock,100
