term,label,url,product_count,family_count,product_type_count,sample_skus
zipper poly bags,Zipper Poly Bags,https://packrift.github.io/packaging-vocabulary/terms/zipper-poly-bags/,88,2,1,PB3525 PB3540 PB3565 PB3562 PB3946 PB3585 PB3990 PB3710 PB3630 PB3735 PB3642 PB6725 PB3760 PB3868 PB3661 PB3674 PB3775 PB3918 PB3730 PB3650 PB3870 PB3908 PB3789 PB3692
bubble mailers,Bubble Mailers,https://packrift.github.io/packaging-vocabulary/terms/bubble-mailers/,87,2,2,B853SS25PK B83325PK B854SS B832 B855SS B833 B839 B856SS B857SS B860SS B837 B834 B838 B836 B858SS B858WSS B853SS B852SS B829 B853WSS B83125PK B853WSS25PK B854SSTT25PK B83425PK
peel and seal,Peel and Seal,https://packrift.github.io/packaging-vocabulary/terms/peel-and-seal/,86,1,1,EPM11134 B83325PK EPM13164 B832 EPM15204 CPM1215BK B833 B839 B879100PK B837 B834 RM10SS B838 B873 B836 B871 CPM1419BK CPM1419Y B874 B829 RM5SS LPM833 RM3SS B875
adhesive pockets,Adhesive Pockets,https://packrift.github.io/packaging-vocabulary/terms/adhesive-pockets/,85,1,1,EPM11134 B83325PK EPM13164 B832 EPM15204 CPM1215BK B833 B839 B879100PK B837 B834 B838 B873 B836 B871 CPM1419BK CPM1419Y B874 B829 LPM833 B875 CV1013 B869 B879
circle labels,Circle Labels,https://packrift.github.io/packaging-vocabulary/terms/circle-labels/,85,1,1,DL610L DL614A DL705 DL1261 DL615J DL611F DL612L DL613L DL614J DL6771 DL6773 DL615L DL615E DL611L DL612M DL613B DL613K DL614K DL6736 DL6745 DL6532 DL1274 DL615B DL690J
kraft corrugated carton,Kraft Corrugated Carton,https://packrift.github.io/packaging-vocabulary/terms/kraft-corrugated-carton/,85,1,1,MD864 MD955 MD1266 MD1186 MD1486 MD1088 MD181515 MD1296 MD11812 MD12108 MD14126 MD241812 MD12912 MD16126 MD141010 28620FPFOL MD24126 MD18126 26620FOL MD171111 MD241612 MD261816 36542FOL MD171112R
waterproof mailer,Waterproof Mailer,https://packrift.github.io/packaging-vocabulary/terms/waterproof-mailer/,85,1,1,EPM11134 B83325PK EPM13164 B832 EPM15204 CPM1215BK B833 B839 B879100PK B837 B834 B838 B873 B836 B871 CPM1419BK CPM1419Y B874 B829 LPM833 B875 CV1013 B869 B879
1.5 mil polyethylene bags,1.5 Mil Polyethylene Bags,https://packrift.github.io/packaging-vocabulary/terms/1-5-mil-polyethylene-bags/,84,1,1,PMR081015 PB220 PRR121515 PB280 PMR121615 PB285 PMR222415 PB255 PB1473 PB115 PRR121215 PB260 PB1480 PB30 PB60 PB1400 PRR060915 PB200 PB1445 PB1495 PB230 PB315 PMR101515100 PRR030415
2 mil flat bags,2 Mil Flat Bags,https://packrift.github.io/packaging-vocabulary/terms/2-mil-flat-bags/,84,1,1,PB440 PB445 PB406 PB459 PB586 PB511 PB580 PB528 PB625 PB605 PB535 PB635 PB615 PB10111 PB355 PB360 PB385 PB400 PB407 PB660 PB514 PB345 PB395 PB377
2 mil flat plastic bag,2 Mil Flat Plastic Bag,https://packrift.github.io/packaging-vocabulary/terms/2-mil-flat-plastic-bag/,84,1,1,PB440 PB445 PB406 PB459 PB586 PB511 PB580 PB528 PB625 PB605 PB535 PB635 PB615 PB10111 PB355 PB360 PB385 PB400 PB407 PB660 PB514 PB345 PB395 PB377
2 mil flat storage bag,2 Mil Flat Storage Bag,https://packrift.github.io/packaging-vocabulary/terms/2-mil-flat-storage-bag/,84,1,1,PB440 PB445 PB406 PB459 PB586 PB511 PB580 PB528 PB625 PB605 PB535 PB635 PB615 PB10111 PB355 PB360 PB385 PB400 PB407 PB660 PB514 PB345 PB395 PB377
kraft brown mailer,Kraft Brown Mailer,https://packrift.github.io/packaging-vocabulary/terms/kraft-brown-mailer/,84,1,1,M642K M743K M752K M1044K M664K MFJKRAFT M24206 M30226 M432K M632K M442K M543K M742K M643K M842K M644K M843K M844K M944K M653K M1244K M862K M754K M863K
printer labels,Printer Labels,https://packrift.github.io/packaging-vocabulary/terms/printer-labels/,83,1,1,LL117 LL180GN LL180PK LL184OR THD111 LL109MC LL124MC LL129MC LL137 LL178BE LL173OR LL173YE LL180YE LL264 THD115 LL107MC LL127 LL179YE LL185PK THD103 LL131MC LL130MC LL101 LL164
kraft mailing tubes,Kraft Mailing Tubes,https://packrift.github.io/packaging-vocabulary/terms/kraft-mailing-tubes/,80,2,2,P2024KRP6 S2515K P3018K P3024K P4018K P4030K P1512K P3036K P2524K P2015K P2018K S1509K P3038K P4042K P3042K P4042KHD P2026K P2030K P2036K P6036KHD P2048K P4072KHD P6048KHD P5048KHD
kraft tubes,Kraft Tubes,https://packrift.github.io/packaging-vocabulary/terms/kraft-tubes/,80,2,2,P2024KRP6 S2515K P3018K P3024K P4018K P4030K P1512K P3036K P2524K P2015K P2018K S1509K P3038K P4042K P3042K P4042KHD P2026K P2030K P2036K P6036KHD P2048K P4072KHD P6048KHD P5048KHD
laser labels,Laser Labels,https://packrift.github.io/packaging-vocabulary/terms/laser-labels/,80,1,1,LL117 LL180GN LL180PK LL184OR LL109MC LL124MC LL129MC LL137 LL178BE LL173OR LL173YE LL180YE LL264 LL107MC LL127 LL179YE LL185PK LL131MC LL130MC LL101 LL164 LL146 LL167 LL290
paper tape,Paper Tape,https://packrift.github.io/packaging-vocabulary/terms/paper-tape/,80,2,1,T9342200 T155000 T9067200W T9373000 T935003R T9475300 T9485300 T9077500W T9352200 T9342400 T934300012PK T9067500 T94853006PK T9067700 T9353200 T9077500F T9077500 T907260 T9352214 T907270 T93100312PKB T9362400 T935320012PK T9352600
printable labels,Printable Labels,https://packrift.github.io/packaging-vocabulary/terms/printable-labels/,80,1,1,LL117 LL180GN LL180PK LL184OR LL109MC LL124MC LL129MC LL137 LL178BE LL173OR LL173YE LL180YE LL264 LL107MC LL127 LL179YE LL185PK LL131MC LL130MC LL101 LL164 LL146 LL167 LL290
printing labels,Printing Labels,https://packrift.github.io/packaging-vocabulary/terms/printing-labels/,80,1,1,LL117 LL180GN LL180PK LL184OR LL109MC LL124MC LL129MC LL137 LL178BE LL173OR LL173YE LL180YE LL264 LL107MC LL127 LL179YE LL185PK LL131MC LL130MC LL101 LL164 LL146 LL167 LL290
acrylic tape,Acrylic Tape,https://packrift.github.io/packaging-vocabulary/terms/acrylic-tape/,78,2,1,T901170 T901400 T9236100 T902400 T902220 T90222Y T905220 T90122O T90122Y T905400 T901P01 T902400T T90222G T9052291 T902P10 T905126 T902P0218PK T905P02 T9021226PK T901220 T905P09 T902P13 T902P01T T905P03
plain tags,Plain Tags,https://packrift.github.io/packaging-vocabulary/terms/plain-tags/,78,1,1,G30061 G11051A G11051E G11051C G30043 G11051D G30031 G30011 G11051G G11051H G11051F G30081 G11061C G11081D G13011 G30071 G13041 G10051 G30012 G14041D G30062 G12011B G30072 G12031A
tape logic tape,Tape Logic Tape,https://packrift.github.io/packaging-vocabulary/terms/tape-logic-tape/,77,2,1,T901170 T901600T T901600 T901400 T902400 T902220 T905600 T902600T T905700 T902700 T90222Y T905220 T905900 T90122O T90122Y T905400 T901P01 T902400T T9051000 T90222G T9052291 T902P10 T9016006PK T901900
poly covers,Poly Covers,https://packrift.github.io/packaging-vocabulary/terms/poly-covers/,76,2,1,CF404C CF408C CF208C PC515 PC91 PC85 PC99 PC502 PC543 PC108 PC107 PC508 PC547 PC164 PC520 PC517 PC136 PC135 PC501 CF606C PC546 PC503 PC173 PC507
press and seal,Press and Seal,https://packrift.github.io/packaging-vocabulary/terms/press-and-seal/,76,1,1,EPM11134 B83325PK EPM13164 B832 EPM15204 CPM1215BK B833 B839 B879100PK B837 B834 B838 B873 B836 B871 CPM1419BK CPM1419Y B874 B829 LPM833 B875 CV1013 B869 B879
1 mil bag,1 Mil Bag,https://packrift.github.io/packaging-vocabulary/terms/1-mil-bag/,74,1,1,PB2268 PB2305 PB2350 PB2441 PB2255 PB1365 PB2360 PB1388 PBM12181 PB2426 PB1391 PB2215 PB2230 PB2222 PB2273 PB1350 PB2232 PB2371 PB2405 PB1381 PB1361 PB1398 PB2205 PB1345
1 mil plastic bag,1 Mil Plastic Bag,https://packrift.github.io/packaging-vocabulary/terms/1-mil-plastic-bag/,74,1,1,PB2268 PB2305 PB2350 PB2441 PB2255 PB1365 PB2360 PB1388 PBM12181 PB2426 PB1391 PB2215 PB2230 PB2222 PB2273 PB1350 PB2232 PB2371 PB2405 PB1381 PB1361 PB1398 PB2205 PB1345
1 mil poly bag,1 Mil Poly Bag,https://packrift.github.io/packaging-vocabulary/terms/1-mil-poly-bag/,74,1,1,PB2268 PB2305 PB2350 PB2441 PB2255 PB1365 PB2360 PB1388 PBM12181 PB2426 PB1391 PB2215 PB2230 PB2222 PB2273 PB1350 PB2232 PB2371 PB2405 PB1381 PB1361 PB1398 PB2205 PB1345
1 mil polyethylene bags,1 Mil Polyethylene Bags,https://packrift.github.io/packaging-vocabulary/terms/1-mil-polyethylene-bags/,74,1,1,PB2268 PB2305 PB2350 PB2441 PB2255 PB1365 PB2360 PB1388 PBM12181 PB2426 PB1391 PB2215 PB2230 PB2222 PB2273 PB1350 PB2232 PB2371 PB2405 PB1381 PB1361 PB1398 PB2205 PB1345
1 mil thickness bag,1 Mil Thickness Bag,https://packrift.github.io/packaging-vocabulary/terms/1-mil-thickness-bag/,74,1,1,PB2268 PB2305 PB2350 PB2441 PB2255 PB1365 PB2360 PB1388 PBM12181 PB2426 PB1391 PB2215 PB2230 PB2222 PB2273 PB1350 PB2232 PB2371 PB2405 PB1381 PB1361 PB1398 PB2205 PB1345
air bubble mailers,Air Bubble Mailers,https://packrift.github.io/packaging-vocabulary/terms/air-bubble-mailers/,73,2,1,B853SS25PK B83325PK B854SS B832 B855SS B833 B839 B856SS B857SS B860SS B837 B834 B838 B836 B858SS B858WSS B853SS B852SS B829 B853WSS B83125PK B853WSS25PK B854SSTT25PK B83425PK
bubble lined mailers,Bubble Lined Mailers,https://packrift.github.io/packaging-vocabulary/terms/bubble-lined-mailers/,73,2,1,B853SS25PK B83325PK B854SS B832 B855SS B833 B839 B856SS B857SS B860SS B837 B834 B838 B836 B858SS B858WSS B853SS B852SS B829 B853WSS B83125PK B853WSS25PK B854SSTT25PK B83425PK
courier bags,Courier Bags,https://packrift.github.io/packaging-vocabulary/terms/courier-bags/,73,1,1,EPM11134 B83325PK EPM13164 B832 EPM15204 CPM1215BK B833 B839 B879100PK B837 B834 B838 B873 B836 B871 CPM1419BK CPM1419Y B874 B829 LPM833 B875 CV1013 B869 B879
courier envelopes,Courier Envelopes,https://packrift.github.io/packaging-vocabulary/terms/courier-envelopes/,73,1,1,EPM11134 B83325PK EPM13164 B832 EPM15204 CPM1215BK B833 B839 B879100PK B837 B834 B838 B873 B836 B871 CPM1419BK CPM1419Y B874 B829 LPM833 B875 CV1013 B869 B879
courier pouch,Courier Pouch,https://packrift.github.io/packaging-vocabulary/terms/courier-pouch/,73,1,1,EPM11134 B83325PK EPM13164 B832 EPM15204 CPM1215BK B833 B839 B879100PK B837 B834 B838 B873 B836 B871 CPM1419BK CPM1419Y B874 B829 LPM833 B875 CV1013 B869 B879
messenger bags,Messenger Bags,https://packrift.github.io/packaging-vocabulary/terms/messenger-bags/,73,1,1,EPM11134 B83325PK EPM13164 B832 EPM15204 CPM1215BK B833 B839 B879100PK B837 B834 B838 B873 B836 B871 CPM1419BK CPM1419Y B874 B829 LPM833 B875 CV1013 B869 B879
no tear envelopes,No Tear Envelopes,https://packrift.github.io/packaging-vocabulary/terms/no-tear-envelopes/,73,1,1,EPM11134 B83325PK EPM13164 B832 EPM15204 CPM1215BK B833 B839 B879100PK B837 B834 B838 B873 B836 B871 CPM1419BK CPM1419Y B874 B829 LPM833 B875 CV1013 B869 B879
plastic envelopes,Plastic Envelopes,https://packrift.github.io/packaging-vocabulary/terms/plastic-envelopes/,73,1,1,EPM11134 B83325PK EPM13164 B832 EPM15204 CPM1215BK B833 B839 B879100PK B837 B834 B838 B873 B836 B871 CPM1419BK CPM1419Y B874 B829 LPM833 B875 CV1013 B869 B879
plastic mailers,Plastic Mailers,https://packrift.github.io/packaging-vocabulary/terms/plastic-mailers/,73,1,1,EPM11134 B83325PK EPM13164 B832 EPM15204 CPM1215BK B833 B839 B879100PK B837 B834 B838 B873 B836 B871 CPM1419BK CPM1419Y B874 B829 LPM833 B875 CV1013 B869 B879
plastic shipping envelopes,Plastic Shipping Envelopes,https://packrift.github.io/packaging-vocabulary/terms/plastic-shipping-envelopes/,73,1,1,EPM11134 B83325PK EPM13164 B832 EPM15204 CPM1215BK B833 B839 B879100PK B837 B834 B838 B873 B836 B871 CPM1419BK CPM1419Y B874 B829 LPM833 B875 CV1013 B869 B879
poly envelope,Poly Envelope,https://packrift.github.io/packaging-vocabulary/terms/poly-envelope/,73,1,1,EPM11134 B83325PK EPM13164 B832 EPM15204 CPM1215BK B833 B839 B879100PK B837 B834 B838 B873 B836 B871 CPM1419BK CPM1419Y B874 B829 LPM833 B875 CV1013 B869 B879
poly mailers,Poly Mailers,https://packrift.github.io/packaging-vocabulary/terms/poly-mailers/,73,1,1,EPM11134 B83325PK EPM13164 B832 EPM15204 CPM1215BK B833 B839 B879100PK B837 B834 B838 B873 B836 B871 CPM1419BK CPM1419Y B874 B829 LPM833 B875 CV1013 B869 B879
poly sleeves,Poly Sleeves,https://packrift.github.io/packaging-vocabulary/terms/poly-sleeves/,73,1,1,EPM11134 B83325PK EPM13164 B832 EPM15204 CPM1215BK B833 B839 B879100PK B837 B834 B838 B873 B836 B871 CPM1419BK CPM1419Y B874 B829 LPM833 B875 CV1013 B869 B879
polyethylene adhesion,Polyethylene Adhesion,https://packrift.github.io/packaging-vocabulary/terms/polyethylene-adhesion/,73,1,1,EPM11134 B83325PK EPM13164 B832 EPM15204 CPM1215BK B833 B839 B879100PK B837 B834 B838 B873 B836 B871 CPM1419BK CPM1419Y B874 B829 LPM833 B875 CV1013 B869 B879
polyethylene envelopes,Polyethylene Envelopes,https://packrift.github.io/packaging-vocabulary/terms/polyethylene-envelopes/,73,1,1,EPM11134 B83325PK EPM13164 B832 EPM15204 CPM1215BK B833 B839 B879100PK B837 B834 B838 B873 B836 B871 CPM1419BK CPM1419Y B874 B829 LPM833 B875 CV1013 B869 B879
quick strip adhering mailer,Quick Strip Adhering Mailer,https://packrift.github.io/packaging-vocabulary/terms/quick-strip-adhering-mailer/,73,1,1,EPM11134 B83325PK EPM13164 B832 EPM15204 CPM1215BK B833 B839 B879100PK B837 B834 B838 B873 B836 B871 CPM1419BK CPM1419Y B874 B829 LPM833 B875 CV1013 B869 B879
self seal closing polybag,Self Seal Closing Polybag,https://packrift.github.io/packaging-vocabulary/terms/self-seal-closing-polybag/,73,1,1,EPM11134 B83325PK EPM13164 B832 EPM15204 CPM1215BK B833 B839 B879100PK B837 B834 B838 B873 B836 B871 CPM1419BK CPM1419Y B874 B829 LPM833 B875 CV1013 B869 B879
self-adhesive mailer,Self-adhesive Mailer,https://packrift.github.io/packaging-vocabulary/terms/self-adhesive-mailer/,73,1,1,EPM11134 B83325PK EPM13164 B832 EPM15204 CPM1215BK B833 B839 B879100PK B837 B834 B838 B873 B836 B871 CPM1419BK CPM1419Y B874 B829 LPM833 B875 CV1013 B869 B879
self-seal tear-proof polyethylene mailers,Self-seal Tear-proof Polyethylene Mailers,https://packrift.github.io/packaging-vocabulary/terms/self-seal-tear-proof-polyethylene-mailers/,73,1,1,EPM11134 B83325PK EPM13164 B832 EPM15204 CPM1215BK B833 B839 B879100PK B837 B834 B838 B873 B836 B871 CPM1419BK CPM1419Y B874 B829 LPM833 B875 CV1013 B869 B879
strapping,Strapping,https://packrift.github.io/packaging-vocabulary/terms/strapping/,73,1,2,PS1210SEAL PS1217 SP226225 SP3325120 SP334225 SP223225 EP2272120BX EP3336160BX EP2236160BX EP3348160BX SP336225 SP336160 EP3348120BX EP3324160BX EP3348225BX PS5820 SP226120 EP2224225BX SS12OPEN EP2236120BX EP2260225BX EP2212120BX EP2260120BX EP3360225BX
tear proof,Tear Proof,https://packrift.github.io/packaging-vocabulary/terms/tear-proof/,73,1,1,EPM11134 B83325PK EPM13164 B832 EPM15204 CPM1215BK B833 B839 B879100PK B837 B834 B838 B873 B836 B871 CPM1419BK CPM1419Y B874 B829 LPM833 B875 CV1013 B869 B879
tear proof mailer,Tear Proof Mailer,https://packrift.github.io/packaging-vocabulary/terms/tear-proof-mailer/,73,1,1,EPM11134 B83325PK EPM13164 B832 EPM15204 CPM1215BK B833 B839 B879100PK B837 B834 B838 B873 B836 B871 CPM1419BK CPM1419Y B874 B829 LPM833 B875 CV1013 B869 B879
tear-proof polyethylene mailers,Tear-proof Polyethylene Mailers,https://packrift.github.io/packaging-vocabulary/terms/tear-proof-polyethylene-mailers/,73,1,1,EPM11134 B83325PK EPM13164 B832 EPM15204 CPM1215BK B833 B839 B879100PK B837 B834 B838 B873 B836 B871 CPM1419BK CPM1419Y B874 B829 LPM833 B875 CV1013 B869 B879
tearproof bag,Tearproof Bag,https://packrift.github.io/packaging-vocabulary/terms/tearproof-bag/,73,1,1,EPM11134 B83325PK EPM13164 B832 EPM15204 CPM1215BK B833 B839 B879100PK B837 B834 B838 B873 B836 B871 CPM1419BK CPM1419Y B874 B829 LPM833 B875 CV1013 B869 B879
tough mailer,Tough Mailer,https://packrift.github.io/packaging-vocabulary/terms/tough-mailer/,73,1,1,EPM11134 B83325PK EPM13164 B832 EPM15204 CPM1215BK B833 B839 B879100PK B837 B834 B838 B873 B836 B871 CPM1419BK CPM1419Y B874 B829 LPM833 B875 CV1013 B869 B879
unstrung,Unstrung,https://packrift.github.io/packaging-vocabulary/terms/unstrung/,73,1,1,G30061 G11051A G11051E G11051C G11051D G30031 G30011 G11051G G11051H G11051F G30081 G11061C G11081D G13011 G30071 G13041 G10051 G14041D G12011B G12031A G11081B G13021 G30021 G14011B
weatherproof mailer,Weatherproof Mailer,https://packrift.github.io/packaging-vocabulary/terms/weatherproof-mailer/,73,1,1,EPM11134 B83325PK EPM13164 B832 EPM15204 CPM1215BK B833 B839 B879100PK B837 B834 B838 B873 B836 B871 CPM1419BK CPM1419Y B874 B829 LPM833 B875 CV1013 B869 B879
2 mil gusseted bag,2 Mil Gusseted Bag,https://packrift.github.io/packaging-vocabulary/terms/2-mil-gusseted-bag/,70,1,1,PB1632 PB1600 PB1634 PB1610 PB1697 PB1550 PB1580 PB1612 PB1633 PB1625 PB1576 PB1533 PB1535 PB1547 PB1560 PB1624 PB1603 PB1626 PB1611 PB1584 PB1613 PB1638 PB1629 PB1530
2 mil gusseted plastic bag,2 Mil Gusseted Plastic Bag,https://packrift.github.io/packaging-vocabulary/terms/2-mil-gusseted-plastic-bag/,70,1,1,PB1632 PB1600 PB1634 PB1610 PB1697 PB1550 PB1580 PB1612 PB1633 PB1625 PB1576 PB1533 PB1535 PB1547 PB1560 PB1624 PB1603 PB1626 PB1611 PB1584 PB1613 PB1638 PB1629 PB1530
2 mil gusseted storage bag,2 Mil Gusseted Storage Bag,https://packrift.github.io/packaging-vocabulary/terms/2-mil-gusseted-storage-bag/,70,1,1,PB1632 PB1600 PB1634 PB1610 PB1697 PB1550 PB1580 PB1612 PB1633 PB1625 PB1576 PB1533 PB1535 PB1547 PB1560 PB1624 PB1603 PB1626 PB1611 PB1584 PB1613 PB1638 PB1629 PB1530
self-adhesive mailers,Self-adhesive Mailers,https://packrift.github.io/packaging-vocabulary/terms/self-adhesive-mailers/,70,2,1,B853SS25PK B807SS25PK B854SS B855SS B856SS B857SS B860SS RM10SS B858SS B804SS B858WSS B853SS B852SS B805SS RM5SS B853WSS B806SS B811SS RM3SS RM2G RM4SS RM18SS RM7PS B853WSS25PK
laser,Laser,https://packrift.github.io/packaging-vocabulary/terms/laser/,68,1,1,LL117 LL180GN LL180PK LL184OR LL109MC LL124MC LL129MC LL137 LL178BE LL173OR LL173YE LL180YE LL264 LL107MC LL127 LL179YE LL185PK LL131MC LL130MC LL101 LL164 LL146 LL167 LL173BE
pre-strung tags,Pre-strung Tags,https://packrift.github.io/packaging-vocabulary/terms/pre-strung-tags/,68,1,1,G10022 G11052D G26003 G26001 G26002 G26006 G11052A G11042A G11042E G26005 G26222 G10062 G11022G G11042G G10092 G11012D G11012J G11052F G11052B G11052J G11052H G11022J G11022A G11022B
corrugated bins,Corrugated Bins,https://packrift.github.io/packaging-vocabulary/terms/corrugated-bins/,67,2,2,BINBIN29 BINBIN69 BINEB1810 BINMT212 BINBIN49 BINMT412 BINBWZ218 BINBWZ418 BINJ10128 BINJ8128 BINW101042 BINMT412K BINEB123 BINB412 BINMT624 24122CT BINEB1812 BINMT824 BINJ81810 BINJ101810 BINB718 BINJ121810 BINJ122412 BINJ162412
self seal mailing bags,Self Seal Mailing Bags,https://packrift.github.io/packaging-vocabulary/terms/self-seal-mailing-bags/,66,1,1,B807SS25PK CPM1215BK B879100PK B873 B871 B804SS CPM1419BK CPM1419Y B874 B805SS B806SS B811SS B875 CV1013 B879 TYE09122WE TYE12164WS TYE10132WE B880100PK B803SS25PK RPM1417 CV1215 CPM1215R TYF0912WH
shipping boxes,Shipping Boxes,https://packrift.github.io/packaging-vocabulary/terms/shipping-boxes/,66,1,1,HD666 999 1294W HD1266 1186RW 1188W 12106W 111111 12108W HD161212 17116W HD11812 131313 191919 HD12108 222222 171110W 12128W 151210W 141414 HD16128 HD141210 HD201614 181212W
carton labels,Carton Labels,https://packrift.github.io/packaging-vocabulary/terms/carton-labels/,64,1,1,DL1096 SCL521 DL1219 DL1075 DL1058 DL1621 DL1623 DL1180 DL3581 DL3571 DL1610 DL1310 DL2461 DL1380 DL1087 DL2661 DL2441 DL1350 DL1112 DL3031 DL1088 DL1218 DL1201 DL7530
cushioned mailers,Cushioned Mailers,https://packrift.github.io/packaging-vocabulary/terms/cushioned-mailers/,64,2,1,B853SS25PK B807SS25PK B854SS B855SS B856SS B857SS B860SS B858SS B804SS B858WSS B853SS B852SS B805SS B853WSS B806SS B811SS B853WSS25PK B854SSTT25PK B803SS25PK B858SS25PK B857SS25PK B855WSS B851SSTT25PK B854WSS25PK
jiffy bag,Jiffy Bag,https://packrift.github.io/packaging-vocabulary/terms/jiffy-bag/,64,2,1,B853SS25PK B807SS25PK B854SS B855SS B856SS B857SS B860SS B858SS B804SS B858WSS B853SS B852SS B805SS B853WSS B806SS B811SS B853WSS25PK B854SSTT25PK B803SS25PK B858SS25PK B857SS25PK B855WSS B851SSTT25PK B854WSS25PK
shipping pouches,Shipping Pouches,https://packrift.github.io/packaging-vocabulary/terms/shipping-pouches/,64,2,1,B853SS25PK B807SS25PK B854SS B855SS B856SS B857SS B860SS B858SS B804SS B858WSS B853SS B852SS B805SS B853WSS B806SS B811SS B853WSS25PK B854SSTT25PK B803SS25PK B858SS25PK B857SS25PK B855WSS B851SSTT25PK B854WSS25PK
wrapping,Wrapping,https://packrift.github.io/packaging-vocabulary/terms/wrapping/,63,1,1,CP10A CP10B CP10U CP10W CP10H TPOPPACK CP40A CP40B T1824J CP10I CP10X CP10Z CP10L CPB10EE CP40D T12030 T1218J T1520I T1520J T2030I T2030D T2030Y T2030N T2030E
edge protectors,Edge Protectors,https://packrift.github.io/packaging-vocabulary/terms/edge-protectors/,62,1,1,SP226225 SP3325120 SP334225 SP223225 EP2272120BX EP3336160BX EP2236160BX EP3348160BX SP336225 SP336160 EP3348120BX EP3324160BX EP3348225BX SP226120 EP2224225BX EP2236120BX EP2260225BX EP2212120BX EP2260120BX EP3360225BX EP2230160BX EP252548160B EP2240160BX EP2248120BX
